שם הספר,שנת הדפסה,מחבר,מקום הדפסה,קטגורייה,מקור,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,שם הספר [אנגלית],קטגורייה [אנגלית],מחבר [אנגלית],מקום הדפסה [אנגלית],underwentBerelUnflagging,fileName
טעמי המנהגים,1928,הרב אברהם יצחק שפרלינג,ווארשא,מנהג,,https://files.dicta.org.il/taameihaminhagimversion1/taameihaminhagimversion1__text_files.zip,https://files.dicta.org.il/taameihaminhagimversion1/taameihaminhagimversion1__nikud_meteg_files.zip,https://files.dicta.org.il/taameihaminhagimversion1/taameihaminhagimversion1__ocr_data_html_files.zip,taameihaminhagimversion1,Taamei Haminhagim,Minhag,Rabbi Avraham Yitzchak Sperling,Warsaw,,taameihaminhagimversion1
תקנת עזרא (מעילה),1931,ר' עזרא אלטשולר,פיוטריקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/takanasezrameilah/takanasezrameilah__text_files.zip,https://files.dicta.org.il/takanasezrameilah/takanasezrameilah__nikud_meteg_files.zip,https://files.dicta.org.il/takanasezrameilah/takanasezrameilah__ocr_data_html_files.zip,takanasezrameilah,Takanas Ezra (Meilah),Acharonim on Talmud Bavli,Ezra Altshuler,Peitrikow,,takanasezrameilah
תקנת עזרא (מעילה תיקון חשוב),1931,ר' עזרא אלטשולר,פיוטריקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/takanasezrameilahkuntresstikunchashuv/takanasezrameilahkuntresstikunchashuv__text_files.zip,https://files.dicta.org.il/takanasezrameilahkuntresstikunchashuv/takanasezrameilahkuntresstikunchashuv__nikud_meteg_files.zip,https://files.dicta.org.il/takanasezrameilahkuntresstikunchashuv/takanasezrameilahkuntresstikunchashuv__ocr_data_html_files.zip,takanasezrameilahkuntresstikunchashuv,Takanas Ezra (Meilah kuntress tikun chashuv),Acharonim on Talmud Bavli,Ezra Altshuler,Peitrikow,,takanasezrameilahkuntresstikunchashuv
תקנת עזרא (מעילה תנינא),1931,ר' עזרא אלטשולר,פיוטריקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/takanasezrameilahtanina/takanasezrameilahtanina__text_files.zip,https://files.dicta.org.il/takanasezrameilahtanina/takanasezrameilahtanina__nikud_meteg_files.zip,https://files.dicta.org.il/takanasezrameilahtanina/takanasezrameilahtanina__ocr_data_html_files.zip,takanasezrameilahtanina,Takanas Ezra (Meilah tanina),Acharonim on Talmud Bavli,Ezra Altshuler,Peitrikow,,takanasezrameilahtanina
תקפו כהן,1982,ר' שבתי כהן,ורשא,ספרי מערכות ועניינים,ספריית דיקטה,https://files.dicta.org.il/takfukohen/takfukohen__text_files.zip,https://files.dicta.org.il/takfukohen/takfukohen__nikud_meteg_files.zip,https://files.dicta.org.il/takfukohen/takfukohen__ocr_data_html_files.zip,takfukohen,Takfu Kohen,Chiddushim by Topic,Rabbi Shabti Cohen,Warsaw,,takfukohen
תשובה שלמה - א,1914,ר' חיים פישל אפשטיין,פיטריקוב,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/teshuvahshlomo1/teshuvahshlomo1__text_files.zip,https://files.dicta.org.il/teshuvahshlomo1/teshuvahshlomo1__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvahshlomo1/teshuvahshlomo1__ocr_data_html_files.zip,teshuvahshlomo1,Teshuvah Shlomo part 1,Responsa,Rabbi Haim Fishel Epstein,Petrikov,,teshuvahshlomo1
תשובה שלמה - ב,1941,ר' חיים פישל אפשטיין,סט. לואיס,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/teshuvahshlomo2/teshuvahshlomo2__text_files.zip,https://files.dicta.org.il/teshuvahshlomo2/teshuvahshlomo2__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvahshlomo2/teshuvahshlomo2__ocr_data_html_files.zip,teshuvahshlomo2,Teshuvah Shlomo part 2,Responsa,Rabbi Haim Fishel Epstein,St. Louis,,teshuvahshlomo2
תשובה שלמה אורח חיים יורה דעה מהדורא תנינא,1941,ר' חיים פישל אפשטיין,סט. לואיס,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/teshuvahshlomoorachchaimyorehdeahtanina/teshuvahshlomoorachchaimyorehdeahtanina__text_files.zip,https://files.dicta.org.il/teshuvahshlomoorachchaimyorehdeahtanina/teshuvahshlomoorachchaimyorehdeahtanina__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvahshlomoorachchaimyorehdeahtanina/teshuvahshlomoorachchaimyorehdeahtanina__ocr_data_html_files.zip,teshuvahshlomoorachchaimyorehdeahtanina,Teshuvah Shlomo orach chaim yoreh deah tanina,Responsa,Rabbi Haim Fishel Epstein,St. Louis,,teshuvahshlomoorachchaimyorehdeahtanina
"תשובו הרא""ם חלק א",1859,ר' אלכסנדר סנדר מרגליות,וורשה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/teshuvosharam1/teshuvosharam1__text_files.zip,https://files.dicta.org.il/teshuvosharam1/teshuvosharam1__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvosharam1/teshuvosharam1__ocr_data_html_files.zip,teshuvosharam1,Teshuvos haRam part 1,Responsa,R. Alexander Sander Margaliot,Warsaw,,teshuvosharam1
"תשובו הרא""ם חלק ג",1859,ר' אלכסנדר סנדר מרגליות,וורשה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/teshuvosharam3/teshuvosharam3__text_files.zip,https://files.dicta.org.il/teshuvosharam3/teshuvosharam3__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvosharam3/teshuvosharam3__ocr_data_html_files.zip,teshuvosharam3,Teshuvos haRam part 3,Responsa,R. Alexander Sander Margaliot,Warsaw,,teshuvosharam3
תשובות הגאונים – מוסאפיה,1864,,ליק,גאונים,ספריית דיקטה,https://files.dicta.org.il/teshuvothageonimmusafia/teshuvothageonimmusafia__text_files.zip,https://files.dicta.org.il/teshuvothageonimmusafia/teshuvothageonimmusafia__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvothageonimmusafia/teshuvothageonimmusafia__ocr_data_html_files.zip,teshuvothageonimmusafia_EGT,Teshuvot Ha-Ge’onim (Musafia),Ge’onim,,,,teshuvothageonimmusafia
תשובות הגאונים – שערי תשובה,1858,,ליפציג,גאונים,ספריית דיקטה,https://files.dicta.org.il/teshuvothageonimshaareiteshuvah/teshuvothageonimshaareiteshuvah__text_files.zip,https://files.dicta.org.il/teshuvothageonimshaareiteshuvah/teshuvothageonimshaareiteshuvah__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvothageonimshaareiteshuvah/teshuvothageonimshaareiteshuvah__ocr_data_html_files.zip,teshuvothageonimshaareiteshuvah_EGT,Teshuvot Ha-Ge’onim Sha’arei Teshuvah,Ge’onim,,Leipzig,,teshuvothageonimshaareiteshuvah
תבונה,1926,ר' יצחק אייזיק קראסילשציקוב,פולטבה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/tevunah/tevunah__text_files.zip,https://files.dicta.org.il/tevunah/tevunah__nikud_meteg_files.zip,https://files.dicta.org.il/tevunah/tevunah__ocr_data_html_files.zip,tevunah_EGT,Tevunah,Commentaries on the Rambam,Rabbi Yitzchak Isaac Krasilshchikov,Poltava,,tevunah
"תפארת בנים (על הרמב""ם)",1937,ר' צבי הירש לוין,בילגורי,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__text_files.zip,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__nikud_meteg_files.zip,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__ocr_data_html_files.zip,tiferesbanimrambam_EGT,Tiferes Banim (Rambam),Commentaries on the Rambam,Rabbi Hirschel Levin,Bilgory,,tiferesbanimrambam
תפארת יעקב על גיטין,1858,יעקב גֶזונדהייט,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__text_files.zip,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__ocr_data_html_files.zip,tiferetyaakovgittin_EGT,Tiferet Ya’akov (Gittin),Acharonim on Talmud Bavli,Yaakov Gesundheit,Warsaw,,tiferetyaakovgittin
תפארת יהונתן,1873,רבי יהונתן אייבשיץ,ווארשא,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__text_files.zip,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__ocr_data_html_files.zip,tiferetyehonatan,Tiferet Yehonatan,Bible Commentaries,rabbi jonathan eybeschutz,Warsaw,,tiferetyehonatan
טיב גיטין (מודעי),1875,הרב חיים מודעי,ירושלים,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__text_files.zip,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__nikud_meteg_files.zip,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__ocr_data_html_files.zip,tivgittinmodai_EGT,Tiv Gittin (modai),Halachah and Minhagim,rabbi chaim modai,Jerusalem,,tivgittinmodai
טיב קידושין,1856,הרב אריה לייב צינץ,ורשה,מפרשי השולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/tivkidushin/tivkidushin__text_files.zip,https://files.dicta.org.il/tivkidushin/tivkidushin__nikud_meteg_files.zip,https://files.dicta.org.il/tivkidushin/tivkidushin__ocr_data_html_files.zip,tivkidushin,Tiv Kidushin,Commentaries on Shulchan Aruch,Aryeh Leib ben Moses Zuenz,Warsaw,,tivkidushin
תולעת יעקב,1890,"אבן גבאי, מאיר בן יחזקאל",ורשה,קבלה,ספריית דיקטה,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__text_files.zip,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__nikud_meteg_files.zip,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__ocr_data_html_files.zip,tolaatyaakov,Tolaat Yaakov,Kabbalah,Meir ben Ezekiel ibn Gabbai,Warsaw,,tolaatyaakov
תורת חיים חלק א,1947,הרב אברהם חיים שור,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/toratchaim1/toratchaim1__text_files.zip,https://files.dicta.org.il/toratchaim1/toratchaim1__nikud_meteg_files.zip,https://files.dicta.org.il/toratchaim1/toratchaim1__ocr_data_html_files.zip,toratchaim1,Torat Chaim part 1,Acharonim on Talmud Bavli,Avraham Chaim Shoren,New York,,toratchaim1
תורת חסד,1883,הרב שניאור זלמן פרדקין,וורשא,"שו""ת",,https://files.dicta.org.il/toratchesed/toratchesed__text_files.zip,https://files.dicta.org.il/toratchesed/toratchesed__nikud_meteg_files.zip,https://files.dicta.org.il/toratchesed/toratchesed__ocr_data_html_files.zip,toratchesed_EGT,Torat Chesed,Responsa,Shneur Zalman Fradkin,Warsaw,,toratchesed
תורת גיטין על מסכת גיטין,1949,רבי יעקב בן יעקב משה לורברבוים מליסא,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__text_files.zip,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__nikud_meteg_files.zip,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__ocr_data_html_files.zip,toratgittinmasechet_EGT,Torat Gittin (masechet),Acharonim on Talmud Bavli,Yaakov ben Yaakov Moshe Lorberbaum of Lissa,New York,,toratgittinmasechet
תורת האדם,1876,רבי משה בן נחמן,ווארשא,ספרי הלכה ומנהג,,https://files.dicta.org.il/torathaadam/torathaadam__text_files.zip,https://files.dicta.org.il/torathaadam/torathaadam__nikud_meteg_files.zip,https://files.dicta.org.il/torathaadam/torathaadam__ocr_data_html_files.zip,torathaadam_EGT,Torat Haadam,Halakha,Nachmanides,,,torathaadam
תורת נתנאל,1795,"ווייל, יעקב נתנאל בן נפתלי צבי הירש",פיורדא,דרשות,ספריית דיקטה,https://files.dicta.org.il/toratnetanel2/toratnetanel2__text_files.zip,https://files.dicta.org.il/toratnetanel2/toratnetanel2__nikud_meteg_files.zip,https://files.dicta.org.il/toratnetanel2/toratnetanel2__ocr_data_html_files.zip,toratnetanel2,Torat Netanel part 2,Derashot,Nathaniel Weil,Fürth,,toratnetanel2
תוספת יום הכיפורים,1861,רבי משה בן רבי שלמה אבן חביב,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__text_files.zip,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__nikud_meteg_files.zip,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__ocr_data_html_files.zip,tosefetyomhakippurim_EGT,Tosefet Yom Hakippurim,Acharonim on Talmud Bavli,Moshe ben Shlomo Even Chaviv,Warsaw,,tosefetyomhakippurim
תוספות הרא”ש על ברכות,1863,אשר בן יחיאל,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__text_files.zip,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__ocr_data_html_files.zip,tosfotroshberakhot,Tosfot Rosh (Berakhot),Acharonim on Talmud Bavli,Asher ben Jehiel,Warsaw,,tosfotroshberakhot
תוספות הרא”ש על קידושין,1952,אשר בן יחיאל,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__text_files.zip,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__ocr_data_html_files.zip,tosfotroshkiddushin,Tosfot Rosh (Kiddushin),Acharonim on Talmud Bavli,Asher ben Jehiel,New York,,tosfotroshkiddushin
טורי אבן,1835,רבי אריה לייב בר אשר גינצבורג,ווילנא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tureieven/tureieven__text_files.zip,https://files.dicta.org.il/tureieven/tureieven__nikud_meteg_files.zip,https://files.dicta.org.il/tureieven/tureieven__ocr_data_html_files.zip,tureieven,Turei Even,Acharonim on Talmud Bavli,Aryeh Leib ben Asher Ginzburg,Wilna,,tureieven
טוב טעם ודעת,1884,שלמה קלוגר,לעמבערג,"שו""ת",,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__text_files.zip,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__nikud_meteg_files.zip,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__ocr_data_html_files.zip,tuvtaamvadaat_EGT,Tuv Taam VDaat,Responsa,Shlomo Kluger,,,tuvtaamvadaat
צמח צדק הקדמון,1861,רבי מנחם מנדעל בן אברהם קרועמל,למברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__text_files.zip,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__ocr_data_html_files.zip,tzemachtzedekhakadmon_EGT,Tzemach Tzedek Hakadmon,Responsa,rabbi menachem mendel krochmal,Lemberg,,tzemachtzedekhakadmon
צמח צדק (לובאוויטש) אבן העזר חלק א,1871,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer1_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 1,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchevenhaezer1
צמח צדק (לובאוויטש) אבן העזר חלק ב,1871,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer2_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 2,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchevenhaezer2
צמח צדק (לובאוויטש) אבן העזר חלק ג,1872,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer3_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 3,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchevenhaezer3
צמח צדק (לובאוויטש) אבן העזר חלק ד,1872,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer4_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 4,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchevenhaezer4
צמח צדק (לובאוויטש) אורח חיים חלק א,1884,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchorachchaim1/tzemachtzedeklubavitchorachchaim1__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchorachchaim1/tzemachtzedeklubavitchorachchaim1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchorachchaim1/tzemachtzedeklubavitchorachchaim1__ocr_data_html_files.zip,tzemachtzedeklubavitchorachchaim1_EGT,Tzemach Tzedek(lubavitch) Orach Chaim part 1,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchorachchaim1
צמח צדק (לובאוויטש) יורה דעה חלק א,1874,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah1/tzemachtzedeklubavitchyorehdeah1__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah1/tzemachtzedeklubavitchyorehdeah1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah1/tzemachtzedeklubavitchyorehdeah1__ocr_data_html_files.zip,tzemachtzedeklubavitchyorehdeah1_EGT,Tzemach Tzedek(lubavitch) Yoreh Deah part 1,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchyorehdeah1
צמח צדק (לובאוויטש) יורה דעה חלק ב,1874,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah2/tzemachtzedeklubavitchyorehdeah2__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah2/tzemachtzedeklubavitchyorehdeah2__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah2/tzemachtzedeklubavitchyorehdeah2__ocr_data_html_files.zip,tzemachtzedeklubavitchyorehdeah2_EGT,Tzemach Tzedek(lubavitch) Yoreh Deah part 2,Responsa,Rabbi Menachem Mendel Schneersohn,Vilna,,tzemachtzedeklubavitchyorehdeah2
