underwentBerelUnflagging,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,notHumanReviewed,category,source,author,printLocation,displayName,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
,Acharonim on Talmud Bavli,1942,ohrhayasharnezikin1,Jerusalem,https://files.dicta.org.il/ohrhayasharnezikin1/ohrhayasharnezikin1__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,אור הישר (נזיקין א),https://files.dicta.org.il/ohrhayasharnezikin1/ohrhayasharnezikin1__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharnezikin1/ohrhayasharnezikin1__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayasharnezikin1,Ohr Hayashar Nezikin part 1
,Acharonim on Talmud Bavli,1943,ohrhayasharnezikin2,Jerusalem,https://files.dicta.org.il/ohrhayasharnezikin2/ohrhayasharnezikin2__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,אור הישר (נזיקין ב),https://files.dicta.org.il/ohrhayasharnezikin2/ohrhayasharnezikin2__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharnezikin2/ohrhayasharnezikin2__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayasharnezikin2,Ohr Hayashar Nezikin part 2
,Commentaries on Mishnah,1944,ohrhayashartahorot,Jerusalem,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__text_files.zip,,מפרשים וחיבורים על המשנה,ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,אור הישר (טהרות),https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayashartahorot,Ohr Hayashar Tahorot
,Bible Commentaries,1945,ohrhayashartanach,Jerusalem,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__text_files.zip,,"מפרשים וחיבורים על התנ""ך",ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,"אור הישר (תנ""ך)",https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayashartanach,Ohr Hayashar tanach
,Yerushalmi Commentaries,1948,ohrhayasharyerushalmi,Jerusalem,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__text_files.zip,,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,אור הישר (ירושלמי),https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayasharyerushalmi,Ohr Hayashar yerushalmi
,Commentaries on Mishnah,1946,ohrhayasharzeraim,Jerusalem,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__text_files.zip,,מפרשים וחיבורים על המשנה,ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,אור הישר (זרעים),https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayasharzeraim,Ohr Hayashar Zeraim
,Acharonim on Talmud Bavli,1944,ohrhayasharzevachim,Jerusalem,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' שמואל יצחק הילמן,ירושלים,אור הישר (זבחים),https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__ocr_data_html_files.zip,Shmuel Yitzchak Hillman,ohrhayasharzevachim,Ohr Hayashar Zevachim
,Derashot,1877,ollolotefraim,Vilna,https://files.dicta.org.il/ollolotefraim/ollolotefraim__text_files.zip,,דרשות,ספריית דיקטה,"לונטשיץ, שלמה אפרים בן אהרן",וילנה,עוללות אפרים,https://files.dicta.org.il/ollolotefraim/ollolotefraim__nikud_meteg_files.zip,https://files.dicta.org.il/ollolotefraim/ollolotefraim__ocr_data_html_files.zip,Shlomo Ephraim ben Aaron Luntschitz,ollolotefraim,Ollolot Efraim
,,1865,omarshomer,livorno,https://files.dicta.org.il/omarshomer/omarshomer__text_files.zip,,,ספריית דיקטה,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,אמר שומר,https://files.dicta.org.il/omarshomer/omarshomer__nikud_meteg_files.zip,https://files.dicta.org.il/omarshomer/omarshomer__ocr_data_html_files.zip,Abraham Hayyim ben Masoud Hai Adadi,omarshomer,Amar Shomer
,Responsa,1880,onegyomtov_EGT,Vilna,https://files.dicta.org.il/onegyomtov/onegyomtov__text_files.zip,,"שו""ת",ספריית דיקטה,רבי רפאל יום טוב ליפמן היילפרין,וילנה,עונג יום טוב,https://files.dicta.org.il/onegyomtov/onegyomtov__nikud_meteg_files.zip,https://files.dicta.org.il/onegyomtov/onegyomtov__ocr_data_html_files.zip,"Halperin, Refoel Yom Tov Lipman",onegyomtov,Oneg Yom Tov
,Bible Commentaries,1817,orachlechayim,Berditchov,https://files.dicta.org.il/orachlechayim/orachlechayim__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,אברהם חיים בן גדליה מזלוטשוב,ברדיטשוב,אורח לחיים,https://files.dicta.org.il/orachlechayim/orachlechayim__nikud_meteg_files.zip,https://files.dicta.org.il/orachlechayim/orachlechayim__ocr_data_html_files.zip,Avraham Chaim miZlatchev,orachlechayim,Orach leChaim
,Derashot,1878,orachlechayimlontshitz,Vilna,https://files.dicta.org.il/orachlechayimlontshitz/orachlechayimlontshitz__text_files.zip,,דרשות,ספריית דיקטה,"לונטשיץ, שלמה אפרים בן אהרן",וילנה,אורח לחיים (לונטשיץ),https://files.dicta.org.il/orachlechayimlontshitz/orachlechayimlontshitz__nikud_meteg_files.zip,https://files.dicta.org.il/orachlechayimlontshitz/orachlechayimlontshitz__ocr_data_html_files.zip,Shlomo Ephraim ben Aaron Luntschitz,orachlechayimlontshitz,Orach leChayim (lontshitz)
,Sifrei Chasidut,1883,orhameirbamidbar_EGT,Warsaw,https://files.dicta.org.il/orhameirbamidbar/orhameirbamidbar__text_files.zip,,ספרי חסידות,ספריית דיקטה,ר' זאב וולף הלוי,ווארשא,אור המאיר במדבר,https://files.dicta.org.il/orhameirbamidbar/orhameirbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirbamidbar/orhameirbamidbar__ocr_data_html_files.zip,"Halevi, Zev Wolf",orhameirbamidbar,Or ha-Meir Bamidbar
,Sifrei Chasidut,1883,orhameirdvarim_EGT,Warsaw,https://files.dicta.org.il/orhameirdvarim/orhameirdvarim__text_files.zip,,ספרי חסידות,ספריית דיקטה,ר' זאב וולף הלוי,ווארשא,אור המאיר דברים,https://files.dicta.org.il/orhameirdvarim/orhameirdvarim__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirdvarim/orhameirdvarim__ocr_data_html_files.zip,"Halevi, Zev Wolf",orhameirdvarim,Or ha-Meir Dvarim
,Responsa,1926,orhameirresponsa,Piotrkov,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__text_files.zip,,"שו""ת",ספריית דיקטה,הרב יהודה מאיר שפירא,פיוטרקוב,אור המאיר,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__ocr_data_html_files.zip,Yehuda Meir Shapiro ,orhameirresponsa,Or Hameir responsa
,Sifrei Chasidut,1883,orhameirshemot_EGT,Warsaw,https://files.dicta.org.il/orhameirshemot/orhameirshemot__text_files.zip,,ספרי חסידות,ספריית דיקטה,ר' זאב וולף הלוי,ווארשא,אור המאיר שמות,https://files.dicta.org.il/orhameirshemot/orhameirshemot__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirshemot/orhameirshemot__ocr_data_html_files.zip,"Halevi, Zev Wolf",orhameirshemot,Or ha-Meir Shemot
,Sifrei Chasidut,1883,orhameirvayikra_EGT,Warsaw,https://files.dicta.org.il/orhameirvayikra/orhameirvayikra__text_files.zip,,ספרי חסידות,ספריית דיקטה,ר' זאב וולף הלוי,ווארשא,אור המאיר ויקרא,https://files.dicta.org.il/orhameirvayikra/orhameirvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirvayikra/orhameirvayikra__ocr_data_html_files.zip,"Halevi, Zev Wolf",orhameirvayikra,Or ha-Meir Vayikra
,Commentaries on the Rambam,1939,otzarhamelech,Lodz,https://files.dicta.org.il/otzarhamelech/otzarhamelech__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' צדוק מלובלין,לודז,אוצר המלך,https://files.dicta.org.il/otzarhamelech/otzarhamelech__nikud_meteg_files.zip,https://files.dicta.org.il/otzarhamelech/otzarhamelech__ocr_data_html_files.zip,Rabbi Zadok ha-Kohen Rabinowitz of Lublin,otzarhamelech,Otzar Hamelech
,Commentaries on Shulchan Aruch,1929,otzrosyosefyorehdeah,Warsaw,https://files.dicta.org.il/otzrosyosefyorehdeah/otzrosyosefyorehdeah__text_files.zip,,מפרשי השולחן ערוך,ספריית דיקטה,"ענגיל, יוסף בן יהודה",ורשה,אוצרות יוסף יורה דעה,https://files.dicta.org.il/otzrosyosefyorehdeah/otzrosyosefyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/otzrosyosefyorehdeah/otzrosyosefyorehdeah__ocr_data_html_files.zip,Yosef Engel,otzrosyosefyorehdeah,Otzros Yoset Yoreh Deah
,Responsa,1899,panimmeirot2_EGT,Lemberg,https://files.dicta.org.il/panimmeirot2/panimmeirot2__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מאיר איזנשטאט,למברג,פנים מאירות חלק ב,https://files.dicta.org.il/panimmeirot2/panimmeirot2__nikud_meteg_files.zip,https://files.dicta.org.il/panimmeirot2/panimmeirot2__ocr_data_html_files.zip,Meir Eisenstadt,panimmeirot2,Panim Meirot part 2
,Responsa,1899,panimmeirot3_EGT,Lemberg,https://files.dicta.org.il/panimmeirot3/panimmeirot3__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מאיר איזנשטאט,למברג,פנים מאירות חלק ג,https://files.dicta.org.il/panimmeirot3/panimmeirot3__nikud_meteg_files.zip,https://files.dicta.org.il/panimmeirot3/panimmeirot3__ocr_data_html_files.zip,Meir Eisenstadt,panimmeirot3,Panim Meirot part 3
,Bible Commentaries,1941,panimyafotbershit_EGT,Kleinwarde,https://files.dicta.org.il/panimyafotbershit/panimyafotbershit__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,"הורביץ, פינחס בן צבי הירש",קלינורדין,פנים יפות בראשית,https://files.dicta.org.il/panimyafotbershit/panimyafotbershit__nikud_meteg_files.zip,https://files.dicta.org.il/panimyafotbershit/panimyafotbershit__ocr_data_html_files.zip,Rabbi Pinchas HaLevi Horowitz,panimyafotbershit,Panim Yafot Bershit
,Bible Commentaries,1931,pardesyosef,Pietrkow,https://files.dicta.org.il/pardesyosef/pardesyosef__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,הרב יוסף פצנובסקי,פיעטרקוב,פרדס יוסף בראשית,https://files.dicta.org.il/pardesyosef/pardesyosef__nikud_meteg_files.zip,https://files.dicta.org.il/pardesyosef/pardesyosef__ocr_data_html_files.zip,Rabbi Yosef Patzenowski,pardesyosef,Pardes Yosef Bereshit
,Bible Commentaries,1931,pardesyosefvayikra,Pietrkow,https://files.dicta.org.il/pardesyosefvayikra/pardesyosefvayikra__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,הרב יוסף פצנובסקי,פיעטרקוב,פרדס יוסף ויקרא,https://files.dicta.org.il/pardesyosefvayikra/pardesyosefvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/pardesyosefvayikra/pardesyosefvayikra__ocr_data_html_files.zip,Rabbi Yosef Patzenowski,pardesyosefvayikra,Pardes Yosef Vayikra
,Derashot,1881,parshatderachim_EGT,Warsaw,https://files.dicta.org.il/parshatderachim/parshatderachim__text_files.zip,,דרשות ודרושים,ספריית דיקטה,ר' י-הודה רוזנס,וורשה,פרשת דרכים,https://files.dicta.org.il/parshatderachim/parshatderachim__nikud_meteg_files.zip,https://files.dicta.org.il/parshatderachim/parshatderachim__ocr_data_html_files.zip,Rabbi Yhoda Rosens,parshatderachim,Parshat Derachim
,Acharonim on Talmud Bavli,1910,petachhabayit1,Warsaw,https://files.dicta.org.il/petachhabayit1/petachhabayit1__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' אברהם טיקטין,וורשה,פתח הבית חלק א,https://files.dicta.org.il/petachhabayit1/petachhabayit1__nikud_meteg_files.zip,https://files.dicta.org.il/petachhabayit1/petachhabayit1__ocr_data_html_files.zip,Abraham Tiktin,petachhabayit1,Petach ha-bayit part 1
,Commentaries on the Rambam,1926,petachhabayitrambam_EGT,Warsaw,https://files.dicta.org.il/petachhabayitrambam/petachhabayitrambam__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אברהם טיקטין,וורשה,"פתח הבית (רמב""ם)",https://files.dicta.org.il/petachhabayitrambam/petachhabayitrambam__nikud_meteg_files.zip,https://files.dicta.org.il/petachhabayitrambam/petachhabayitrambam__ocr_data_html_files.zip,Rabbi Avraham Tiktin,petachhabayitrambam,Petach Ha-Bayit (Rambam)
,Responsa,1877,piaryeh,Vilna,https://files.dicta.org.il/piaryeh/piaryeh__text_files.zip,,"שו""ת",ספריית דיקטה,"גלאזשטיין, מרדכי יהודה ליב בן יעקב צבי",וילנא,פי אריה,https://files.dicta.org.il/piaryeh/piaryeh__nikud_meteg_files.zip,https://files.dicta.org.il/piaryeh/piaryeh__ocr_data_html_files.zip,"Goldstein, Mordechai Yehudah Leib",piaryeh,Pi Aryeh
,Responsa,1948,pircheikehunah_EGT,,https://files.dicta.org.il/pircheikehunah/pircheikehunah__text_files.zip,,"שו""ת",,רבי מסעוד הכהן,מרוקו,פרחי כהונה,https://files.dicta.org.il/pircheikehunah/pircheikehunah__nikud_meteg_files.zip,https://files.dicta.org.il/pircheikehunah/pircheikehunah__ocr_data_html_files.zip,Masʻud Alhadad,pircheikehunah,Pirchei Kehunah
,Halachah and Minhagim,1909,poeltzedek,Jerusalem,https://files.dicta.org.il/poeltzedek/poeltzedek__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,"כ""ץ, שבתי בן מאיר הכהן",ירושלים,פועל צדק,https://files.dicta.org.il/poeltzedek/poeltzedek__nikud_meteg_files.zip,https://files.dicta.org.il/poeltzedek/poeltzedek__ocr_data_html_files.zip,Shabbatai ben Meir HaKohen,poeltzedek,Poel Tzedek
,Acharonim on Talmud Bavli,1899,poratyosef_EGT,Warsaw,https://files.dicta.org.il/poratyosef/poratyosef__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יוסף בר מאיר תאומים,ווארשא,פורת יוסף,https://files.dicta.org.il/poratyosef/poratyosef__nikud_meteg_files.zip,https://files.dicta.org.il/poratyosef/poratyosef__ocr_data_html_files.zip,Teumim Yosef ben Meir,poratyosef,Porat Yosef
,Responsa,1913,priyitzchak1_EGT,Jerusalem,https://files.dicta.org.il/priyitzchak1/priyitzchak1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יצחק בלזר,ירושלים,פרי יצחק חלק א,https://files.dicta.org.il/priyitzchak1/priyitzchak1__nikud_meteg_files.zip,https://files.dicta.org.il/priyitzchak1/priyitzchak1__ocr_data_html_files.zip,rabbi yitzchak blazer,priyitzchak1,Pri Yitzchak part 1
,Responsa,1913,priyitzchak2_EGT,Jerusalem,https://files.dicta.org.il/priyitzchak2/priyitzchak2__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יצחק בלזר,ירושלים,פרי יצחק חלק ב,https://files.dicta.org.il/priyitzchak2/priyitzchak2__nikud_meteg_files.zip,https://files.dicta.org.il/priyitzchak2/priyitzchak2__ocr_data_html_files.zip,rabbi yitzchak blazer,priyitzchak2,Pri Yitzchak part 2
,Responsa,1930,rabazorachchayim_EGT,Warsaw,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__text_files.zip,,"שו""ת",ספריית דיקטה,רבי בצלאל זאב שפרן,ורשא,"רב""ז אורח חיים",https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__ocr_data_html_files.zip,"Shafran, Betzalel Zev",rabazorachchayim,Rabaz Orach Chayim
,Responsa,1930,rabazyorehdeah,Warsaw,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__text_files.zip,,"שו""ת",,רבי בצלאל זאב שפרן,ורשא,"רב""ז יורה דעה",https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__ocr_data_html_files.zip,"Shafran, Betzalel Zev",rabazyorehdeah,Rabaz Yoreh Deah
,Responsa,1834,radach_EGT,,https://files.dicta.org.il/radach/radach__text_files.zip,,"שו""ת",,רבי דוד בן חיים הכהן,אוסטרהא,"רד""ך",https://files.dicta.org.il/radach/radach__nikud_meteg_files.zip,https://files.dicta.org.il/radach/radach__ocr_data_html_files.zip,David HaCohen,radach,Radach
,Responsa,1882,radbaz7_EGT,Jerusalem,https://files.dicta.org.il/radbaz7/radbaz7__text_files.zip,,"שו""ת",ספריית דיקטה,רבי דוד בן שלמה אבן זמרא,ירושלים,"רדב""ז",https://files.dicta.org.il/radbaz7/radbaz7__nikud_meteg_files.zip,https://files.dicta.org.il/radbaz7/radbaz7__ocr_data_html_files.zip,rabbi David ben Solomon ibn Abi Zimra,radbaz7,Radbaz part 7
,Responsa,1902,rakivaeiger_EGT,,https://files.dicta.org.il/rakivaeiger/rakivaeiger__text_files.zip,,"שו""ת",ספריית דיקטה,רבי עקיבא בן משה איגר,װארשא,רבי עקיבא איגר,https://files.dicta.org.il/rakivaeiger/rakivaeiger__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeiger/rakivaeiger__ocr_data_html_files.zip,Akiva Eger,rakivaeiger,Rabbi Akiva Eiger Responsa
,Responsa,1889,rakivaeigerhachdashot_EGT,,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__text_files.zip,,"שו""ת",ספריית דיקטה,רבי עקיבא בן משה איגר,וויען,רבי עקיבא איגר החדשות,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__ocr_data_html_files.zip,Akiva Eger,rakivaeigerhachdashot,R. Akiva Eiger hachdashot
,Responsa,1889,rakivaeigertanina_EGT,,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__text_files.zip,,"שו""ת",ספריית דיקטה,רבי עקיבא בן משה איגר,וויען,רבי עקיבא איגר תנינא,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__ocr_data_html_files.zip,Akiva Eger,rakivaeigertanina,R. Akiva Eiger tanina
,Responsa,1882,ran,Warsaw,https://files.dicta.org.il/ran/ran__text_files.zip,,"שו""ת",,רבי נסים בן ראובן גירונדי,װארשא,"ר""ן",https://files.dicta.org.il/ran/ran__nikud_meteg_files.zip,https://files.dicta.org.il/ran/ran__ocr_data_html_files.zip,rabbi Nissim ben Reuben Gerondi,ran,Ran
