title,PubDate,pubPlace,compPlace,compDate,heShortDesc,order,heDesc
"רמב""ם על משנה ברכות", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה ביכורים", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה חלה", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה דמאי", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה כלאים", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה מעשר שני", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה מעשרות", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה ערלה", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה פאה", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה שביעית", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"רמב""ם משנה תרומות", (1492 לספירה),נאפולי,, (1160 – 1168 לספירה בקירוב),,,"פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד."
"ר""ש משאנץ על משנה ביכורים",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה חלה",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה דמאי",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה כלים",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה כלאים",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה מעשר שני",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה מעשרות",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה מכשירין",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה מקואות",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה נגעים",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה אהלות",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה עוקצים",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה ערלה",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה פרה",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה פאה",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
"ר""ש משאנץ על משנה שביעית",,,, (1180 – 1220 לספירה בקירוב),,,"פירושו של אחד מגדולי בעלי התוספות, רבינו שמשון משאנץ (הר""ש), על משניות סדרי זרעים וטהרות שאין עליהן גמרא."
